strain	virus	accession	date	region	country	division	city	db	segment	authors	url	title	journal	paper_url
Marseille.FRA/23.19/1/D8	measles	MZ031248	2019-06-XX	Europe	France	France	France	genbank	genome	Aherfi et al	https://www.ncbi.nlm.nih.gov/nuccore/MZ031248	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	?
Galole.KEN/06.20/B3	measles	MZ615449	2020-02-13	Africa	Kenya	Kenya	Kenya	genbank	genome	Said et al	https://www.ncbi.nlm.nih.gov/nuccore/MZ615449	Partial Genome Sequences of Measles Virus Isolated from Kenya	Unpublished	?
Marseille.FRA/37.19/1/D8	measles	MZ031271	2019-09-XX	Europe	France	France	France	genbank	genome	Aherfi et al	https://www.ncbi.nlm.nih.gov/nuccore/MZ031271	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	?
DongThap.VNM/05.14/D8	measles	MK142914	2014-05-03	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	Lu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK142914	Epidemiology and molecular evolution of divergent viral pathogens associated with respiratory tract infections across Vietnam	Unpublished	https://www.ncbi.nlm.nih.gov/pubmed/
PetahTikva.ISR/42.18/6/D8	measles	MZ712080	2018-XX-XX	West Asia	Israel	Israel	Israel	genbank	genome	Bucris et al	https://www.ncbi.nlm.nih.gov/nuccore/MZ712080	Direct Submission	Submitted (29-JUL-2021) Central Virology Laboratory, Public Health Services, Israel Ministry of Health, Chaim Sheba Medical Center, Ramat Gan 52621, Israel	?
California.USA/16.12/D4	measles	KY656518	2012-04-15	North America	Usa	Usa	Usa	genbank	genome	Espinosa et al	https://www.ncbi.nlm.nih.gov/nuccore/KY656518	Direct Submission	Submitted (24-FEB-2017) Viral and Rickettsial Disease Laboratory, California Department of Public Health, 850 Marina Bay Parkway, Richmond, CA 94804, USA	https://www.ncbi.nlm.nih.gov/pubmed/
Pune.IND/7.16/D8	measles	MN131119	?	?	?	?	?	genbank	genome	Vaidya et al	https://www.ncbi.nlm.nih.gov/nuccore/MN131119	Measles full genome	Unpublished	?
Sindhudurg.Ind/06.12/1/D4	measles	MH356252	?	?	?	?	?	genbank	genome	Vaidya et al	https://www.ncbi.nlm.nih.gov/nuccore/MH356252	Direct Submission	Submitted (11-MAY-2018) Measles, National Institute of Virology, 20-A Dr.Ambedkar Road, Pune, Maharashtra 411001, India	https://www.ncbi.nlm.nih.gov/pubmed/
Dartford.GBR/2.14/B3	measles	KT732218	2014-01-XX	Europe	United Kingdom	?	?	genbank	genome	Penedos et al	https://www.ncbi.nlm.nih.gov/nuccore/KT732218	Assessment of the Utility of Whole Genome Sequencing of Measles Virus in the Characterisation of Outbreaks	PLoS ONE 10 (11), E0143081 (2015)	https://www.ncbi.nlm.nih.gov/pubmed/26569100
California.USA/16.19/7/B3	measles	MT789798	2019-XX-XX	North America	Usa	Usa	Usa	genbank	genome	Probert et al	https://www.ncbi.nlm.nih.gov/nuccore/MT789798	Molecular Epidemiology of Measles in California - 2019	Unpublished	?
Marseille.FRA/20.19/5/D8	measles	MZ031244	2019-05-XX	Europe	France	France	France	genbank	genome	Aherfi et al	https://www.ncbi.nlm.nih.gov/nuccore/MZ031244	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	?
Zagreb.CRO/08.03/_SSPE	measles	DQ227320	?	Europe	Croatia	Croatia	Croatia	genbank	genome	Baricevic et al	https://www.ncbi.nlm.nih.gov/nuccore/DQ227320	A comparison of complete untranslated regions of measles virus genomes derived from wild-type viruses and SSPE brain tissues	Virus Genes 35 (1), 17-27 (2007)	https://www.ncbi.nlm.nih.gov/pubmed/17039408
California.USA/13.19/B3	measles	MT789791	2019-XX-XX	North America	Usa	Usa	Usa	genbank	genome	Probert et al	https://www.ncbi.nlm.nih.gov/nuccore/MT789791	Molecular Epidemiology of Measles in California - 2019	Unpublished	?
California.USA/29.19/D8	measles	MT789841	2019-XX-XX	North America	Usa	Usa	Usa	genbank	genome	Probert et al	https://www.ncbi.nlm.nih.gov/nuccore/MT789841	Molecular Epidemiology of Measles in California - 2019	Unpublished	?
Marseille.FRA/21.19/19/D8	measles	MZ031239	2019-05-XX	Europe	France	France	France	genbank	genome	Aherfi et al	https://www.ncbi.nlm.nih.gov/nuccore/MZ031239	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	?
Marseille.FRA/33.18/2/D8	measles	MZ031206	2018-08-XX	Europe	France	France	France	genbank	genome	Aherfi et al	https://www.ncbi.nlm.nih.gov/nuccore/MZ031206	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	?
Zhejiang.CHN/12.06/2/H1	measles	KJ755977	2006-03-23	China	China	China	China	genbank	genome	Jin et al	https://www.ncbi.nlm.nih.gov/nuccore/KJ755977	Evolutionary history of the endemic strains of Chinese Measles virus	Unpublished	https://www.ncbi.nlm.nih.gov/pubmed/
Marseille.FRA/19.19/16/D8	measles	MZ031230	2019-05-XX	Europe	France	France	France	genbank	genome	Aherfi et al	https://www.ncbi.nlm.nih.gov/nuccore/MZ031230	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	?
Padova.ITA/12.17/1/B3	measles	MK513599	2017-03-XX	Europe	Italy	Italy	Italy	genbank	genome	Pacenti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK513599	Measles Virus Infection and Immunity in a Suboptimal Vaccination Coverage Setting	Vaccines (Basel) 7 (4), E199 (2019)	https://www.ncbi.nlm.nih.gov/pubmed/31795157
9301V	measles	AB012949	?	?	?	?	?	genbank	genome	Takeda et al	https://www.ncbi.nlm.nih.gov/nuccore/AB012949	Measles virus attenuation associated with transcriptional impediment and a few amino acid changes in the polymerase and accessory proteins	J. Virol. 72 (11), 8690-8696 (1998)	https://www.ncbi.nlm.nih.gov/pubmed/9765410
Marseille.FRA/29.19/5/D8	measles	MZ031266	2019-07-XX	Europe	France	France	France	genbank	genome	Aherfi et al	https://www.ncbi.nlm.nih.gov/nuccore/MZ031266	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	?
Jerusalem.ISR/36.18/2/D8	measles	MZ712066	2018-XX-XX	West Asia	Israel	Israel	Israel	genbank	genome	Bucris et al	https://www.ncbi.nlm.nih.gov/nuccore/MZ712066	Direct Submission	Submitted (29-JUL-2021) Central Virology Laboratory, Public Health Services, Israel Ministry of Health, Chaim Sheba Medical Center, Ramat Gan 52621, Israel	?
California.USA/50.19/B3	measles	MT789809	2019-XX-XX	North America	Usa	Usa	Usa	genbank	genome	Probert et al	https://www.ncbi.nlm.nih.gov/nuccore/MT789809	Molecular Epidemiology of Measles in California - 2019	Unpublished	?
Osaka-3	measles	LC655229	1995-XX-XX	Japan Korea	Japan	Japan	Japan	genbank	genome	Ayata et al	https://www.ncbi.nlm.nih.gov/nuccore/LC655229	Nucleotide sequences of the matrix protein gene of subacute sclerosing panencephalitis viruses compared with local contemporary isolates from patients with acute measles	Virus Res 54 (1), 107-115 (1998)	https://www.ncbi.nlm.nih.gov/pubmed/9660076
Marseille.FRA/11.18/1/D8	measles	MZ031183	2018-03-XX	Europe	France	France	France	genbank	genome	Aherfi et al	https://www.ncbi.nlm.nih.gov/nuccore/MZ031183	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	?
DongThap.VNM/06.14/D8	measles	KU728742	2014-06-25	Southeast Asia	Vietnam	Vietnam	Vietnam	genbank	genome	Oude Munnink et al	https://www.ncbi.nlm.nih.gov/nuccore/KU728742	Complete Genome Characterization of Two Wild-Type Measles Viruses from Vietnamese Infants during the 2014 Outbreak	Genome Announc 4 (2) (2016)	https://www.ncbi.nlm.nih.gov/pubmed/27081130
Swansea.GBR/10.13/D8	measles	KT732247	2013-03-XX	Europe	United Kingdom	?	?	genbank	genome	Penedos et al	https://www.ncbi.nlm.nih.gov/nuccore/KT732247	Assessment of the Utility of Whole Genome Sequencing of Measles Virus in the Characterisation of Outbreaks	PLoS ONE 10 (11), E0143081 (2015)	https://www.ncbi.nlm.nih.gov/pubmed/26569100
Pune.IND/10.13/1/D8	measles	MW916919	2013-03-05	South Asia	India	India	India	genbank	genome	Bhattad et al	https://www.ncbi.nlm.nih.gov/nuccore/MW916919	Genome Sequences of Measles Virus D4 and D8 Genotypes from India	Microbiol Resour Announc 10 (28), e0053821 (2021)	https://www.ncbi.nlm.nih.gov/pubmed/34264108
California.USA/49.10/D8	measles	KY969480	2010-12-03	North America	Usa	Usa	Usa	genbank	genome	Espinosa et al	https://www.ncbi.nlm.nih.gov/nuccore/KY969480	Direct Submission	Submitted (20-APR-2017) Viral and Rickettsial Disease Laboratory, California Department of Public Health, 850 Marina Bay Parkway, Richmond, CA 94804, USA	https://www.ncbi.nlm.nih.gov/pubmed/
Teeside.GBR/18.13/2/D8	measles	KT732258	2013-05-XX	Europe	United Kingdom	?	?	genbank	genome	Penedos et al	https://www.ncbi.nlm.nih.gov/nuccore/KT732258	Assessment of the Utility of Whole Genome Sequencing of Measles Virus in the Characterisation of Outbreaks	PLoS ONE 10 (11), E0143081 (2015)	https://www.ncbi.nlm.nih.gov/pubmed/26569100
California.USA/14.19/2/B3	measles	MT789797	2019-XX-XX	North America	Usa	Usa	Usa	genbank	genome	Probert et al	https://www.ncbi.nlm.nih.gov/nuccore/MT789797	Molecular Epidemiology of Measles in California - 2019	Unpublished	?
Padova.ITA/14.17/5/B3	measles	MK513606	2017-04-XX	Europe	Italy	Italy	Italy	genbank	genome	Pacenti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK513606	Measles Virus Infection and Immunity in a Suboptimal Vaccination Coverage Setting	Vaccines (Basel) 7 (4), E199 (2019)	https://www.ncbi.nlm.nih.gov/pubmed/31795157
PetahTikva.ISR/42.18/2/D8	measles	MZ712072	2018-XX-XX	West Asia	Israel	Israel	Israel	genbank	genome	Bucris et al	https://www.ncbi.nlm.nih.gov/nuccore/MZ712072	Direct Submission	Submitted (29-JUL-2021) Central Virology Laboratory, Public Health Services, Israel Ministry of Health, Chaim Sheba Medical Center, Ramat Gan 52621, Israel	?
Teeside.GBR/9.13/5/D8	measles	KT732243	2013-02-XX	Europe	United Kingdom	?	?	genbank	genome	Penedos et al	https://www.ncbi.nlm.nih.gov/nuccore/KT732243	Assessment of the Utility of Whole Genome Sequencing of Measles Virus in the Characterisation of Outbreaks	PLoS ONE 10 (11), E0143081 (2015)	https://www.ncbi.nlm.nih.gov/pubmed/26569100
Marseille.FRA/29.19/4/D8	measles	MZ031263	2019-07-XX	Europe	France	France	France	genbank	genome	Aherfi et al	https://www.ncbi.nlm.nih.gov/nuccore/MZ031263	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	?
CAM-70	measles	AF462047	?	?	?	?	?	genbank	genome	Bankamp et al	https://www.ncbi.nlm.nih.gov/nuccore/AF462047	Activity of polymerase proteins of vaccine and wild-type measles virus strains in a minigenome replication assay	J. Virol. 76 (14), 7073-7081 (2002)	https://www.ncbi.nlm.nih.gov/pubmed/12072507
Virginia.USA/15.09	measles	JN635404	2009-04-09	North America	Usa	Usa	Usa	genbank	genome	Kirkness et al	https://www.ncbi.nlm.nih.gov/nuccore/JN635404	Direct Submission	Submitted (30-AUG-2011) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	https://www.ncbi.nlm.nih.gov/pubmed/
Zhejiang.CHN/7.05/4	measles	DQ211902	?	China	China	China	China	genbank	genome	Yan et al	https://www.ncbi.nlm.nih.gov/nuccore/DQ211902	Analysis of the complete genome of measles virus isolated in Zhejiang Province of China during 2005	Unpublished	https://www.ncbi.nlm.nih.gov/pubmed/
Indore.IND/49.16/3/D8	measles	MN131120	?	?	?	?	?	genbank	genome	Vaidya et al	https://www.ncbi.nlm.nih.gov/nuccore/MN131120	Measles full genome	Unpublished	?
California.USA/18.19/4/B3	measles	MT789816	2019-XX-XX	North America	Usa	Usa	Usa	genbank	genome	Probert et al	https://www.ncbi.nlm.nih.gov/nuccore/MT789816	Molecular Epidemiology of Measles in California - 2019	Unpublished	?
Schwarz	measles	FJ211590	?	?	?	?	?	genbank	genome	Tillieux et al	https://www.ncbi.nlm.nih.gov/nuccore/FJ211590	Comparative analysis of the complete nucleotide sequences of measles, mumps, and rubella strain genomes contained in Priorix-Tetra and ProQuad live attenuated combined vaccines	Vaccine 27 (16), 2265-2273 (2009)	https://www.ncbi.nlm.nih.gov/pubmed/19428841
Tours.FRA/49.18_B3___MIBE_	measles	MN893225	2018-11-29	Europe	France	France	France	genbank	genome	Ar Gouilh et al	https://www.ncbi.nlm.nih.gov/nuccore/MN893225	Fatal Measles Inclusion-Body Encephalitis Detected and Characterized by Standardized and Validated Shotgun Metagenomic Approach	Unpublished	?
Marseille.FRA/22.19/1/D8	measles	MZ031246	2019-05-XX	Europe	France	France	France	genbank	genome	Aherfi et al	https://www.ncbi.nlm.nih.gov/nuccore/MZ031246	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	?
Amsterdam.NLD/19.11/D4	measles	MG912593	2011-XX-XX	Europe	Netherlands	Netherlands	Netherlands	genbank	genome	Phan et al	https://www.ncbi.nlm.nih.gov/nuccore/MG912593	Complete genome sequences of six measles virus strains	Unpublished	https://www.ncbi.nlm.nih.gov/pubmed/
Mvs/Toulon.FRA/08.07	measles	HM562900	2007-02-19	Europe	France	France	France	genbank	genome	Moulin et al	https://www.ncbi.nlm.nih.gov/nuccore/HM562900	Molecular characterization of measles virus strains causing subactute sclerosing panencephalitis in France in 1977 and 2007	J. Med. Virol. 83 (9), 1614-1623 (2011)	https://www.ncbi.nlm.nih.gov/pubmed/21739453
Marseille.FRA/36.18/1/D8	measles	MZ031210	2018-09-XX	Europe	France	France	France	genbank	genome	Aherfi et al	https://www.ncbi.nlm.nih.gov/nuccore/MZ031210	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	?
Amsterdam.NLD/49.97/G2	measles	MG912591	2013-XX-XX	Europe	Netherlands	Netherlands	Netherlands	genbank	genome	Phan et al	https://www.ncbi.nlm.nih.gov/nuccore/MG912591	Complete genome sequences of six measles virus strains	Unpublished	https://www.ncbi.nlm.nih.gov/pubmed/
London.GBR/41.13/B3	measles	KT732217	2013-10-XX	Europe	United Kingdom	?	?	genbank	genome	Penedos et al	https://www.ncbi.nlm.nih.gov/nuccore/KT732217	Assessment of the Utility of Whole Genome Sequencing of Measles Virus in the Characterisation of Outbreaks	PLoS ONE 10 (11), E0143081 (2015)	https://www.ncbi.nlm.nih.gov/pubmed/26569100
Davis87	measles	EU293550	?	?	?	?	?	genbank	genome	Bankamp et al	https://www.ncbi.nlm.nih.gov/nuccore/EU293550	Genetic changes that affect the virulence of measles virus in a rhesus macaque model	Virology 373 (1), 39-50 (2008)	https://www.ncbi.nlm.nih.gov/pubmed/18155263
