strain	strain_name	date	segment	country	host
NC_006307.2	Influenza C virus (C/Ann Arbor/1/50) PB2 gene for polymerase 2, complete cds	1950-XX-XX	PB2		NC_006307.2
LC720290.1	Influenza C virus C/Fukushima/O181/2018 viral cRNA, segment 1, nearly complete sequence	2018-XX-XX	PB2	Japan	Homo sapiens LC720290.1
MH828694.1	Influenza C virus (C/Vietnam/1290/2014) segment 1 polymerase PB2 (PB2) gene, complete cds	2014-04-16	PB2	Viet Nam	Homo sapiens MH828694.1
MZ330887.1	Influenza C virus (C/Biliran/TB2-162/2014) segment 1 polymerase PB2 (PB2) gene, complete cds	2014-06-25	PB2	Philippines	Homo sapiens MZ330887.1
MZ330894.1	Influenza C virus (C/Biliran/TB2-180/2014) segment 1 polymerase PB2 (PB2) gene, complete cds	2014-07-07	PB2	Philippines	Homo sapiens MZ330894.1
MZ330901.1	Influenza C virus (C/Biliran/TB2-204/2014) segment 1 polymerase PB2 (PB2) gene, complete cds	2014-07-24	PB2	Philippines	Homo sapiens MZ330901.1
MZ330908.1	Influenza C virus (C/Biliran/TB2-293/2014) segment 1 polymerase PB2 (PB2) gene, complete cds	2014-10-02	PB2	Philippines	Homo sapiens MZ330908.1
MZ330915.1	Influenza C virus (C/Biliran/TB4-024/2017) segment 1 polymerase PB2 (PB2) gene, complete cds	2017-05-16	PB2	Philippines	Homo sapiens MZ330915.1
MZ330922.1	Influenza C virus (C/Biliran/TB4-067/2017) segment 1 polymerase PB2 (PB2) gene, complete cds	2017-06-15	PB2	Philippines	Homo sapiens MZ330922.1
MZ330929.1	Influenza C virus (C/Biliran/TB4-130/2018) segment 1 polymerase PB2 (PB2) gene, complete cds	2018-03-27	PB2	Philippines	Homo sapiens MZ330929.1
MZ330936.1	Influenza C virus (C/Biliran/TB4-169/2018) segment 1 polymerase PB2 (PB2) gene, complete cds	2018-04-24	PB2	Philippines	Homo sapiens MZ330936.1
MZ330943.1	Influenza C virus (C/Biliran/TB4-271/2019) segment 1 polymerase PB2 (PB2) gene, complete cds	2019-07-08	PB2	Philippines	Homo sapiens MZ330943.1
MZ330950.1	Influenza C virus (C/Biliran/TB5-195/2014) segment 1 polymerase PB2 (PB2) gene, complete cds	2014-06-02	PB2	Philippines	Homo sapiens MZ330950.1
MZ330957.1	Influenza C virus (C/Biliran/TB5-241/2014) segment 1 polymerase PB2 (PB2) gene, complete cds	2014-06-20	PB2	Philippines	Homo sapiens MZ330957.1
MZ330964.1	Influenza C virus (C/Biliran/TB5-312/2017) segment 1 polymerase PB2 (PB2) gene, complete cds	2017-06-13	PB2	Philippines	Homo sapiens MZ330964.1
MZ330971.1	Influenza C virus (C/Biliran/TB5-498/2016) segment 1 polymerase PB2 (PB2) gene, complete cds	2016-06-29	PB2	Philippines	Homo sapiens MZ330971.1
MZ330978.1	Influenza C virus (C/Biliran/TB5-536/2016) segment 1 polymerase PB2 (PB2) gene, complete cds	2016-07-18	PB2	Philippines	Homo sapiens MZ330978.1
MZ330985.1	Influenza C virus (C/Biliran/TB5-625/2016) segment 1 polymerase PB2 (PB2) gene, complete cds	2016-08-23	PB2	Philippines	Homo sapiens MZ330985.1
MZ330992.1	Influenza C virus (C/Biliran/TB5-736/2016) segment 1 polymerase PB2 (PB2) gene, complete cds	2016-10-05	PB2	Philippines	Homo sapiens MZ330992.1
MZ330999.1	Influenza C virus (C/Biliran/TB8-250/2014) segment 1 polymerase PB2 (PB2) gene, complete cds	2014-07-10	PB2	Philippines	Homo sapiens MZ330999.1
MZ331006.1	Influenza C virus (C/Palawan/061/2015) segment 1 polymerase PB2 (PB2) gene, complete cds	2015-07-03	PB2	Philippines	Homo sapiens MZ331006.1
MZ331013.1	Influenza C virus (C/Palawan/068/2014) segment 1 polymerase PB2 (PB2) gene, complete cds	2014-03-18	PB2	Philippines	Homo sapiens MZ331013.1
LC603646.1	Influenza C virus C/Yamagata/11/88 PB2 gene for polymerase 2, complete cds	1988-12-13	PB2	Japan	Homo sapiens LC603646.1
LC603653.1	Influenza C virus C/Yamagata/29/2004 PB2 gene for polymerase 2, complete cds	2004-05-25	PB2	Japan	Homo sapiens LC603653.1
MK480583.1	Influenza C virus (C/Thailand/c5395_PB2_gene/2015) segment 1 polymerase PB2 (PB2) gene, partial cds	2015-01-07	PB2	Thailand	Homo sapiens MK480583.1
MK480590.1	Influenza C virus (C/Thailand/B12597_PB2_gene/2015) segment 1 polymerase PB2 (PB2) gene, partial cds	2015-08-31	PB2	Thailand	Homo sapiens MK480590.1
MK480597.1	Influenza C virus (C/Thailand/B12983_PB2_gene/2015) segment 1 polymerase PB2 (PB2) gene, partial cds	2015-09-25	PB2	Thailand	Homo sapiens MK480597.1
MK480604.1	Influenza C virus (C/Thailand/CN38_PB2_gene/2017) segment 1 polymerase PB2 (PB2) gene, partial cds	2017-03-07	PB2	Thailand	Homo sapiens MK480604.1
MK050104.1	Influenza C virus (C/Seoul/APD462/2015) segment 1 polymerase PB2 (PB2) gene, complete cds	2015-04-11	PB2	South Korea	Homo sapiens MK050104.1
LC327652.1	Influenza C virus (C/Iwate/1/2016) PB2 gene for polymerase 2, partial cds	2016-03-XX	PB2	Japan	Homo sapiens LC327652.1
LC327659.1	Influenza C virus (C/Iwate/2/2016) PB2 gene for polymerase 2, partial cds	2016-05-XX	PB2	Japan	Homo sapiens LC327659.1
KY075640.1	Influenza C virus (C/Lancaster/1/2015) segment 1 polymerase PB2 (PB2) gene, partial cds	2015-01-23	PB2	United Kingdom	Homo sapiens KY075640.1
KY075641.1	Influenza C virus (C/Lancaster/1/2015) segment 1 polymerase PB2 (PB2) gene, partial cds	2015-01-23	PB2	United Kingdom	Homo sapiens KY075641.1
KT232082.1	Influenza C virus (C/India/P119564/2011) segment 1 polymerase PB2 (PB2) gene, partial cds	2011-06-10	PB2	India	Homo sapiens KT232082.1
LC123283.1	Influenza C virus (C/Taylor/1233/1947) PB2 gene for polymerase 2, complete cds	1947-XX-XX	PB2	USA	Homo sapiens LC123283.1
LC123284.1	Influenza C virus (C/Great Lakes/1167/1954) PB2 gene for polymerase 2, complete cds	1954-XX-XX	PB2	USA	Homo sapiens LC123284.1
LC123285.1	Influenza C virus (C/Yamagata/64) PB2 gene for polymerase 2, complete cds	1964-XX-XX	PB2	Japan	Homo sapiens LC123285.1
LC123286.1	Influenza C virus (C/Johannesburg/4/67) PB2 gene for polymerase 2, complete cds	1967-XX-XX	PB2	South Africa	Homo sapiens LC123286.1
LC123287.1	Influenza C virus (C/Paris/1/67) PB2 gene for polymerase 2, complete cds	1967-XX-XX	PB2	France	Homo sapiens LC123287.1
LC123288.1	Influenza C virus (C/Georgia/1/69) PB2 gene for polymerase 2, complete cds	1969-XX-XX	PB2	USA	Homo sapiens LC123288.1
LC123289.1	Influenza C virus (C/Sapporo/71) PB2 gene for polymerase 2, complete cds	1971-XX-XX	PB2	Japan	Homo sapiens LC123289.1
LC123290.1	Influenza C virus (C/Aomori/74) PB2 gene for polymerase 2, complete cds	1974-XX-XX	PB2	Japan	Homo sapiens LC123290.1
LC123291.1	Influenza C virus (C/New Jersey/1/76) PB2 gene for polymerase 2, complete cds	1976-XX-XX	PB2	USA	Homo sapiens LC123291.1
LC123292.1	Influenza C virus (C/Kanagawa/1/76) PB2 gene for polymerase 2, complete cds	1976-XX-XX	PB2	Japan	Homo sapiens LC123292.1
LC123293.1	Influenza C virus (C/Miyagi/77) PB2 gene for polymerase 2, complete cds	1977-XX-XX	PB2	Japan	Homo sapiens LC123293.1
LC123294.1	Influenza C virus (C/California/78) PB2 gene for polymerase 2, complete cds	1978-XX-XX	PB2	USA	Homo sapiens LC123294.1
LC123295.1	Influenza C virus (C/Kansas/1/79) PB2 gene for polymerase 2, complete cds	1979-XX-XX	PB2	USA	Homo sapiens LC123295.1
LC123296.1	Influenza C virus (C/Greece/1/79) PB2 gene for polymerase 2, complete cds	1979-XX-XX	PB2	Greece	Homo sapiens LC123296.1
LC123297.1	Influenza C virus (C/Kyoto/1/79) PB2 gene for polymerase 2, complete cds	1979-XX-XX	PB2	Japan	Homo sapiens LC123297.1
LC123298.1	Influenza C virus (C/Shizuoka/79) PB2 gene for polymerase 2, complete cds	1979-XX-XX	PB2	Japan	Homo sapiens LC123298.1
LC123299.1	Influenza C virus (C/Mississippi/80) PB2 gene for polymerase 2, complete cds	1980-XX-XX	PB2	USA	Homo sapiens LC123299.1
LC123300.1	Influenza C virus (C/Aichi/1/81) PB2 gene for polymerase 2, complete cds	1981-XX-XX	PB2	Japan	Homo sapiens LC123300.1
LC123301.1	Influenza C virus (C/Yamagata/7/81) PB2 gene for polymerase 2, complete cds	1981-03-18	PB2	Japan	Homo sapiens LC123301.1
LC123302.1	Influenza C virus (C/Yamagata/10/1981) PB2 gene for polymerase 2, complete cds	1981-03-18	PB2	Japan	Homo sapiens LC123302.1
LC123303.1	Influenza C virus (C/Yamagata/26/81) PB2 gene for polymerase 2, complete cds	1981-03-18	PB2	Japan	Homo sapiens LC123303.1
LC123305.1	Influenza C virus (C/Sao Paulo/378/82) PB2 gene for polymerase 2, complete cds	1982-XX-XX	PB2	Brazil	Homo sapiens LC123305.1
LC123306.1	Influenza C virus (C/Nara/82) PB2 gene for polymerase 2, complete cds	1982-XX-XX	PB2	Japan	Homo sapiens LC123306.1
LC123307.1	Influenza C virus (C/England/892/1983) PB2 gene for polymerase 2, complete cds	1983-XX-XX	PB2	United Kingdom	Homo sapiens LC123307.1
LC123308.1	Influenza C virus (C/Yamagata/7/88) PB2 gene for polymerase 2, complete cds	1988-11-03	PB2	Japan	Homo sapiens LC123308.1
LC123309.1	Influenza C virus (C/Yamagata/9/88) PB2 gene for polymerase 2, complete cds	1988-12-12	PB2	Japan	Homo sapiens LC123309.1
LC123310.1	Influenza C virus (C/Yamagata/10/89) PB2 gene for polymerase 2, complete cds	1989-08-03	PB2	Japan	Homo sapiens LC123310.1
LC123311.1	Influenza C virus (C/Miyagi/5/91) PB2 gene for polymerase 2, complete cds	1991-02-25	PB2	Japan	Homo sapiens LC123311.1
LC123312.1	Influenza C virus (C/Yamagata/4/92) PB2 gene for polymerase 2, complete cds	1992-11-19	PB2	Japan	Homo sapiens LC123312.1
LC123313.1	Influenza C virus (C/Yamagata/5/92) PB2 gene for polymerase 2, complete cds	1992-11-26	PB2	Japan	Homo sapiens LC123313.1
LC123314.1	Influenza C virus (C/Yamagata/1/93) PB2 gene for polymerase 2, complete cds	1993-04-30	PB2	Japan	Homo sapiens LC123314.1
LC123315.1	Influenza C virus (C/Miyagi/1/93) PB2 gene for polymerase 2, complete cds	1993-02-02	PB2	Japan	Homo sapiens LC123315.1
LC123316.1	Influenza C virus (C/Miyagi/3/93) PB2 gene for polymerase 2, complete cds	1993-04-13	PB2	Japan	Homo sapiens LC123316.1
LC123317.1	Influenza C virus (C/Miyagi/7/93) PB2 gene for polymerase 2, complete cds	1993-05-19	PB2	Japan	Homo sapiens LC123317.1
LC123318.1	Influenza C virus (C/Miyagi/8/96) PB2 gene for polymerase 2, complete cds	1996-05-23	PB2	Japan	Homo sapiens LC123318.1
LC123319.1	Influenza C virus (C/Miyagi/9/96) PB2 gene for polymerase 2, complete cds	1996-06-03	PB2	Japan	Homo sapiens LC123319.1
LC123320.1	Influenza C virus (C/Yamagata/8/96) PB2 gene for polymerase 2, complete cds	1996-06-13	PB2	Japan	Homo sapiens LC123320.1
LC123321.1	Influenza C virus (C/Yamagata/13/98) PB2 gene for polymerase 2, complete cds	1998-06-08	PB2	Japan	Homo sapiens LC123321.1
LC123322.1	Influenza C virus (C/Aichi/1/99) PB2 gene for polymerase 2, complete cds	1999-04-07	PB2	Japan	Homo sapiens LC123322.1
LC123323.1	Influenza C virus (C/Yamagata/3/2000) PB2 gene for polymerase 2, complete cds	2000-02-02	PB2	Japan	Homo sapiens LC123323.1
LC123324.1	Influenza C virus (C/Yamagata/6/2000) PB2 gene for polymerase 2, complete cds	2000-03-21	PB2	Japan	Homo sapiens LC123324.1
LC123325.1	Influenza C virus (C/Yamagata/5/2002) PB2 gene for polymerase 2, complete cds	2002-02-07	PB2	Japan	Homo sapiens LC123325.1
LC123326.1	Influenza C virus (C/Yamagata/7/2002) PB2 gene for polymerase 2, complete cds	2002-02-16	PB2	Japan	Homo sapiens LC123326.1
LC123327.1	Influenza C virus (C/Miyagi/4/2002) PB2 gene for polymerase 2, complete cds	2002-01-24	PB2	Japan	Homo sapiens LC123327.1
LC123328.1	Influenza C virus (C/Miyagi/11/2002) PB2 gene for polymerase 2, complete cds	2002-02-22	PB2	Japan	Homo sapiens LC123328.1
LC123329.1	Influenza C virus (C/Miyagi/20/2002) PB2 gene for polymerase 2, complete cds	2002-03-17	PB2	Japan	Homo sapiens LC123329.1
LC123330.1	Influenza C virus (C/Miyagi/28/2002) PB2 gene for polymerase 2, complete cds	2002-04-22	PB2	Japan	Homo sapiens LC123330.1
LC123331.1	Influenza C virus (C/Miyagi/31/2002) PB2 gene for polymerase 2, complete cds	2002-06-18	PB2	Japan	Homo sapiens LC123331.1
LC123332.1	Influenza C virus (C/Yamagata/3/2004) PB2 gene for polymerase 2, complete cds	2004-04-16	PB2	Japan	Homo sapiens LC123332.1
