Accession	Virus	Author	Publication_Title	Journal	Database
MZ043025	Hepatitis B-A2	Habermann,D., Kharimzadeh,H., Walker,A., Li,Y., Yang,R., Kaiser,R., Brumme,Z.L., Timm,J., Roggendorf,M. and Hoffmann,D.	HAMdetector: A Bayesian regression model that integrates information to detect HLA-associated mutations	Bioinformatics (2022) In press	Genbank
MZ043026	Hepatitis B-A2	Habermann,D., Kharimzadeh,H., Walker,A., Li,Y., Yang,R., Kaiser,R., Brumme,Z.L., Timm,J., Roggendorf,M. and Hoffmann,D.	HAMdetector: A Bayesian regression model that integrates information to detect HLA-associated mutations	Bioinformatics (2022) In press	Genbank
MZ043027	Hepatitis B-A2	Habermann,D., Kharimzadeh,H., Walker,A., Li,Y., Yang,R., Kaiser,R., Brumme,Z.L., Timm,J., Roggendorf,M. and Hoffmann,D.	HAMdetector: A Bayesian regression model that integrates information to detect HLA-associated mutations	Bioinformatics (2022) In press	Genbank
MZ043028	Hepatitis B-A2	Habermann,D., Kharimzadeh,H., Walker,A., Li,Y., Yang,R., Kaiser,R., Brumme,Z.L., Timm,J., Roggendorf,M. and Hoffmann,D.	HAMdetector: A Bayesian regression model that integrates information to detect HLA-associated mutations	Bioinformatics (2022) In press	Genbank
MZ043029	Hepatitis B-A2	Habermann,D., Kharimzadeh,H., Walker,A., Li,Y., Yang,R., Kaiser,R., Brumme,Z.L., Timm,J., Roggendorf,M. and Hoffmann,D.	HAMdetector: A Bayesian regression model that integrates information to detect HLA-associated mutations	Bioinformatics (2022) In press	Genbank
MZ043031	Hepatitis B-A2	Habermann,D., Kharimzadeh,H., Walker,A., Li,Y., Yang,R., Kaiser,R., Brumme,Z.L., Timm,J., Roggendorf,M. and Hoffmann,D.	HAMdetector: A Bayesian regression model that integrates information to detect HLA-associated mutations	Bioinformatics (2022) In press	Genbank
MZ043032	Hepatitis B-A2	Habermann,D., Kharimzadeh,H., Walker,A., Li,Y., Yang,R., Kaiser,R., Brumme,Z.L., Timm,J., Roggendorf,M. and Hoffmann,D.	HAMdetector: A Bayesian regression model that integrates information to detect HLA-associated mutations	Bioinformatics (2022) In press	Genbank
MZ043033	Hepatitis B-A2	Habermann,D., Kharimzadeh,H., Walker,A., Li,Y., Yang,R., Kaiser,R., Brumme,Z.L., Timm,J., Roggendorf,M. and Hoffmann,D.	HAMdetector: A Bayesian regression model that integrates information to detect HLA-associated mutations	Bioinformatics (2022) In press	Genbank
MZ043038	Hepatitis B-A2	Habermann,D., Kharimzadeh,H., Walker,A., Li,Y., Yang,R., Kaiser,R., Brumme,Z.L., Timm,J., Roggendorf,M. and Hoffmann,D.	HAMdetector: A Bayesian regression model that integrates information to detect HLA-associated mutations	Bioinformatics (2022) In press	Genbank
MZ043040	Hepatitis B-A2	Habermann,D., Kharimzadeh,H., Walker,A., Li,Y., Yang,R., Kaiser,R., Brumme,Z.L., Timm,J., Roggendorf,M. and Hoffmann,D.	HAMdetector: A Bayesian regression model that integrates information to detect HLA-associated mutations	Bioinformatics (2022) In press	Genbank
MZ043042	Hepatitis B-A2	Habermann,D., Kharimzadeh,H., Walker,A., Li,Y., Yang,R., Kaiser,R., Brumme,Z.L., Timm,J., Roggendorf,M. and Hoffmann,D.	HAMdetector: A Bayesian regression model that integrates information to detect HLA-associated mutations	Bioinformatics (2022) In press	Genbank
MZ043043	Hepatitis B-A2	Habermann,D., Kharimzadeh,H., Walker,A., Li,Y., Yang,R., Kaiser,R., Brumme,Z.L., Timm,J., Roggendorf,M. and Hoffmann,D.	HAMdetector: A Bayesian regression model that integrates information to detect HLA-associated mutations	Bioinformatics (2022) In press	Genbank
MZ043044	Hepatitis B-A2	Habermann,D., Kharimzadeh,H., Walker,A., Li,Y., Yang,R., Kaiser,R., Brumme,Z.L., Timm,J., Roggendorf,M. and Hoffmann,D.	HAMdetector: A Bayesian regression model that integrates information to detect HLA-associated mutations	Bioinformatics (2022) In press	Genbank
