Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"277944.1747","Human coronavirus NL63 Kilifi/IP/001/18-Mar-2008",,277944,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509512;277944","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Setracovirus;Human coronavirus NL63","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human coronavirus NL63","Partial","Kilifi/IP/001/18-Mar-2008",,,,,,,,,,,,,,,,,,,,,"2018-06-06T00:00:00Z","29741740",,,,,,"MG356413",,,"Sanger dideoxy sequencing",,"Sequencher v. 5.10",,,1,2192,34.762775,1,2192,,,,1,,,,,,,,"2008-03-18",2008,,"Kenya","Africa","Kenya",,"Homo sapiens","Human",,,,"Human",,,,,,"2021-01-27T13:31:36.332Z","2021-01-27T13:31:36.332Z"
"277944.1748","Human coronavirus NL63 Kilifi/HH/3807/11-May-2010",,277944,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509512;277944","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Setracovirus;Human coronavirus NL63","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human coronavirus NL63","Partial","Kilifi/HH/3807/11-May-2010",,,,,,,,,,,,,,,,,,,,,"2018-06-06T00:00:00Z","29741740",,,,,,"MG356414",,,"Sanger dideoxy sequencing",,"Sequencher v. 5.10",,,1,2195,34.897495,1,2195,,,,1,,,,,,,,"2010-05-11",2010,,"Kenya","Africa","Kenya",,"Homo sapiens","Human",,,,"Human",,,,,,"2021-01-27T13:31:36.895Z","2021-01-27T13:31:36.895Z"
"277944.1749","Human coronavirus NL63 Kilifi/IP/002/14-May-2010",,277944,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509512;277944","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Setracovirus;Human coronavirus NL63","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human coronavirus NL63","Partial","Kilifi/IP/002/14-May-2010",,,,,,,,,,,,,,,,,,,,,"2018-06-06T00:00:00Z","29741740",,,,,,"MG356415",,,"Sanger dideoxy sequencing",,"Sequencher v. 5.10",,,1,2195,34.897495,1,2195,,,,1,,,,,,,,"2010-05-14",2010,,"Kenya","Africa","Kenya",,"Homo sapiens","Human",,,,"Human",,,,,,"2021-01-27T13:31:37.434Z","2021-01-27T13:31:37.434Z"
"277944.1750","Human coronavirus NL63 Kilifi/HH/1612/18-May-2010",,277944,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509512;277944","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Setracovirus;Human coronavirus NL63","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human coronavirus NL63","Partial","Kilifi/HH/1612/18-May-2010",,,,,,,,,,,,,,,,,,,,,"2018-06-06T00:00:00Z","29741740",,,,,,"MG356417",,,"Sanger dideoxy sequencing",,"Sequencher v. 5.10",,,1,2195,34.897495,1,2195,,,,1,,,,,,,,"2010-05-18",2010,,"Kenya","Africa","Kenya",,"Homo sapiens","Human",,,,"Human",,,,,,"2021-01-27T13:31:38.141Z","2021-01-27T13:31:38.141Z"
"277944.1751","Human coronavirus NL63 Kilifi/HH/5405/15-May-2010",,277944,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509512;277944","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Setracovirus;Human coronavirus NL63","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human coronavirus NL63","Partial","Kilifi/HH/5405/15-May-2010",,,,,,,,,,,,,,,,,,,,,"2018-06-06T00:00:00Z","29741740",,,,,,"MG356416",,,"Sanger dideoxy sequencing",,"Sequencher v. 5.10",,,1,2195,34.897495,1,2195,,,,1,,,,,,,,"2010-05-15",2010,,"Kenya","Africa","Kenya",,"Homo sapiens","Human",,,,"Human",,,,,,"2021-01-27T13:31:38.070Z","2021-01-27T13:31:38.070Z"
"277944.1752","Human coronavirus NL63 Kilifi/HH/5402/20-May-2010",,277944,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509512;277944","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Setracovirus;Human coronavirus NL63","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human coronavirus NL63","Partial","Kilifi/HH/5402/20-May-2010",,,,,,,,,,,,,,,,,,,,,"2018-06-06T00:00:00Z","29741740",,,,,,"MG356419",,,"Sanger dideoxy sequencing",,"Sequencher v. 5.10",,,1,2195,34.897495,1,2195,,,,1,,,,,,,,"2010-05-20",2010,,"Kenya","Africa","Kenya",,"Homo sapiens","Human",,,,"Human",,,,,,"2021-01-27T13:33:39.372Z","2021-01-27T13:33:39.372Z"
"277944.1753","Human coronavirus NL63 Kilifi/HH/5709/19-May-2010",,277944,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509512;277944","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Setracovirus;Human coronavirus NL63","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human coronavirus NL63","Partial","Kilifi/HH/5709/19-May-2010",,,,,,,,,,,,,,,,,,,,,"2018-06-06T00:00:00Z","29741740",,,,,,"MG356418",,,"Sanger dideoxy sequencing",,"Sequencher v. 5.10",,,1,2195,34.851936,1,2195,,,,1,,,,,,,,"2010-05-19",2010,,"Kenya","Africa","Kenya",,"Homo sapiens","Human",,,,"Human",,,,,,"2021-01-27T13:33:39.510Z","2021-01-27T13:33:39.510Z"
"277944.1754","Human coronavirus NL63 Kilifi/IP/003/20-May-2010",,277944,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509512;277944","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Setracovirus;Human coronavirus NL63","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human coronavirus NL63","Partial","Kilifi/IP/003/20-May-2010",,,,,,,,,,,,,,,,,,,,,"2018-06-06T00:00:00Z","29741740",,,,,,"MG356420",,,"Sanger dideoxy sequencing",,"Sequencher v. 5.10",,,1,2195,34.897495,1,2195,,,,1,,,,,,,,"2010-05-20",2010,,"Kenya","Africa","Kenya",,"Homo sapiens","Human",,,,"Human",,,,,,"2021-01-27T13:33:39.918Z","2021-01-27T13:33:39.918Z"
"277944.1755","Human coronavirus NL63 Kilifi/HH/5401/20-May-2010",,277944,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509512;277944","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Setracovirus;Human coronavirus NL63","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human coronavirus NL63","Partial","Kilifi/HH/5401/20-May-2010",,,,,,,,,,,,,,,,,,,,,"2018-06-06T00:00:00Z","29741740",,,,,,"MG356421",,,"Sanger dideoxy sequencing",,"Sequencher v. 5.10",,,1,2195,34.851936,1,2195,,,,1,,,,,,,,"2010-05-20",2010,,"Kenya","Africa","Kenya",,"Homo sapiens","Human",,,,"Human",,,,,,"2021-01-27T13:33:40.783Z","2021-01-27T13:33:40.783Z"
"277944.1756","Human coronavirus NL63 Kilifi/HH/3808/24-May-2010",,277944,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509512;277944","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Setracovirus;Human coronavirus NL63","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Human coronavirus NL63","Partial","Kilifi/HH/3808/24-May-2010",,,,,,,,,,,,,,,,,,,,,"2018-06-06T00:00:00Z","29741740",,,,,,"MG356423",,,"Sanger dideoxy sequencing",,"Sequencher v. 5.10",,,1,2195,34.897495,1,2195,,,,1,,,,,,,,"2010-05-24",2010,,"Kenya","Africa","Kenya",,"Homo sapiens","Human",,,,"Human",,,,,,"2021-01-27T13:35:41.424Z","2021-01-27T13:35:41.424Z"
